bairro,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,taxa_condominio,preco_aluguel,iptu_ano
Vila Uberabinha,Apartamento,245.0,3,3,3,4,2203.0,13846.0,984.0
Moema,Flat,44.0,1,1,1,1,770.0,1875.0,84.0
Vila Uberabinha,Apartamento,170.0,5,3,3,3,1386.0,9926.0,517.0
Vila Dom Pedro I,Apartamento,63.0,3,2,2,1,470.0,2220.0,98.0
Ipiranga,Apartamento,70.0,2,1,3,1,386.0,2377.0,77.0
Vila Olímpia,Apartamento,55.0,1,0,1,1,665.0,3325.0,112.0
Vila Olímpia,Flat,34.0,1,0,1,1,819.0,2079.0,91.0
Indianópolis,Apartamento,390.0,3,3,3,4,2800.0,9100.0,1365.0
Moema,Apartamento,200.0,5,3,4,3,2100.0,13846.0,1050.0
Moema,Apartamento,500.0,4,2,4,4,2800.0,13846.0,1365.0
Vila Uberabinha,Flat,47.0,1,1,2,1,630.0,3430.0,70.0
Vila Olímpia,Flat,34.0,1,1,1,1,770.0,2124.0,115.0
Morumbi,Flat,35.0,1,0,1,1,770.0,1767.0,70.0
Vila Olímpia,Flat,34.0,1,0,1,1,819.0,2359.0,91.0
Vila Mariana,Flat,30.0,1,1,1,1,1246.0,2170.0,140.0
Vila Mariana,Flat,26.0,1,1,1,1,909.0,1959.0,140.0
Vila Mariana,Flat,35.0,1,0,1,1,770.0,2008.0,70.0
Vila Uberabinha,Flat,33.0,1,1,1,1,805.0,2240.0,140.0
Vila Helena,Apartamento,56.0,2,1,1,1,742.0,2492.0,169.0
Vila Uberabinha,Flat,35.0,1,0,1,1,770.0,2187.0,70.0
Moema,Apartamento,192.0,4,3,3,4,1854.0,13846.0,808.0
Vila Nova Conceição,Apartamento,82.0,2,1,1,2,840.0,6790.0,210.0
Vila Olímpia,Apartamento,45.0,1,1,1,1,510.0,3521.0,77.0
Vila Suzana,Apartamento,225.0,5,2,3,4,1610.0,6510.0,525.0
Campo Belo,Apartamento,230.0,5,3,4,3,2001.0,5152.0,742.0
Vila Suzana,Apartamento,248.0,4,3,4,4,2029.0,7629.0,700.0
Vila Andrade,Apartamento,140.0,5,3,3,3,1014.0,3465.0,392.0
Vila Suzana,Apartamento,168.0,3,3,4,2,1185.0,3635.0,402.0
Vila Andrade,Apartamento,420.0,5,3,4,4,2800.0,6790.0,1365.0
Campo Belo,Apartamento,180.0,5,3,3,2,909.0,4059.0,308.0
Planalto Paulista,Apartamento,100.0,2,0,3,1,700.0,2310.0,84.0
Vila Suzana,Apartamento,300.0,5,3,4,4,2187.0,10587.0,1104.0
Paraisópolis,Apartamento,230.0,1,3,4,4,2520.0,5320.0,630.0
Vila Suzana,Apartamento,202.0,4,2,4,2,1754.0,3714.0,756.0
Vila Suzana,Apartamento,140.0,3,1,3,2,1400.0,6160.0,392.0
Brooklin Paulista,Apartamento,32.0,1,1,1,1,420.0,2240.0,70.0
Brooklin Paulista,Apartamento,30.0,1,1,1,1,386.0,2474.0,96.0
Vila Suzana,Apartamento,270.0,5,3,4,4,1958.0,3288.0,927.0
Vila Suzana,Apartamento,198.0,3,2,4,3,1190.0,3989.0,503.0
Campo Belo,Apartamento,193.0,5,2,3,3,2800.0,7000.0,1365.0
Brooklin Paulista,Flat,33.0,1,0,1,1,420.0,2240.0,70.0
Vila Suzana,Apartamento,270.0,5,3,4,4,1938.0,3269.0,927.0
Jardim Paulista,Apartamento,102.0,1,0,2,1,840.0,3290.0,105.0
Campo Belo,Apartamento,320.0,5,3,4,4,2380.0,13846.0,1120.0
Vila da Saúde,Apartamento,100.0,1,0,3,2,700.0,2450.0,175.0
Cidade Monções,Apartamento,178.0,4,3,3,3,979.0,8680.0,1365.0
Brooklin Paulista,Apartamento,45.0,1,0,1,1,386.0,2478.0,81.0
Brooklin,Apartamento,45.0,1,1,1,1,399.0,2639.0,74.0
Brooklin Paulista,Apartamento,44.0,1,0,1,1,386.0,2485.0,70.0
Brooklin Paulista,Flat,65.0,1,1,2,1,1120.0,5600.0,91.0
Vila Suzana,Apartamento,70.0,2,1,3,2,560.0,1959.0,118.0
Paraisópolis,Apartamento,210.0,4,1,3,2,1120.0,3220.0,237.0
Brooklin Paulista,Apartamento,266.0,5,3,3,4,2240.0,6020.0,979.0
Vila Suzana,Apartamento,162.0,1,3,3,3,1295.0,2905.0,392.0
Cidade Monções,Apartamento,170.0,4,2,4,3,1470.0,7070.0,492.0
Paraisópolis,Apartamento,180.0,4,2,4,4,979.0,3080.0,503.0
Vila Tramontano,Flat,70.0,1,0,1,1,503.0,2163.0,77.0
Brooklin Paulista,Apartamento,41.0,1,0,1,1,386.0,2882.0,91.0
Sacomã,Apartamento,50.0,1,0,2,1,386.0,2100.0,62.0
Indianópolis,Flat,35.0,1,0,1,1,770.0,1910.0,70.0
Moema,Flat,37.0,1,0,1,1,386.0,1767.0,109.0
Indianópolis,Flat,35.0,1,0,1,1,770.0,1830.0,70.0
Brooklin,Apartamento,181.0,3,1,3,2,1155.0,3954.0,777.0
Brooklin Novo,Apartamento,117.0,3,1,3,1,979.0,3430.0,196.0
Moema,Flat,35.0,1,1,1,1,979.0,2100.0,70.0
Vila Suzana,Apartamento,132.0,3,3,3,3,770.0,3220.0,196.0
Lar São Paulo,Apartamento,72.0,2,1,3,2,493.0,2033.0,125.0
Vila Suzana,Apartamento,211.0,4,3,3,3,1400.0,4550.0,560.0
Brooklin Paulista,Flat,36.0,1,0,1,1,770.0,2390.0,70.0
Vila Suzana,Apartamento,76.0,3,1,3,2,770.0,1767.0,210.0
Brooklin Novo,Apartamento,247.0,3,1,2,3,1889.0,7734.0,630.0
Brooklin Paulista,Apartamento,254.0,3,1,3,3,1316.0,7265.0,525.0
Moema,Apartamento,211.0,4,3,3,2,2100.0,5197.0,513.0
Cidade Monções,Apartamento,70.0,2,1,2,1,489.0,4620.0,203.0
Brooklin Paulista,Apartamento,107.0,2,1,3,2,700.0,5950.0,350.0
Cidade Monções,Apartamento,107.0,2,2,2,2,700.0,5600.0,350.0
Indianópolis,Apartamento,70.0,2,1,2,1,581.0,4080.0,149.0
Indianópolis,Apartamento,204.0,1,2,4,4,2310.0,10360.0,1050.0
Jardim Vazani,Apartamento,65.0,1,0,3,1,386.0,1767.0,62.0
Real Parque,Apartamento,146.0,3,2,3,2,1120.0,3849.0,420.0
Indianópolis,Apartamento,115.0,1,1,3,1,1750.0,4200.0,385.0
Indianópolis,Apartamento,112.0,3,1,3,2,1330.0,4165.0,385.0
Moema,Apartamento,220.0,5,3,3,4,1498.0,10598.0,1050.0
Vila Brasílio Machado,Apartamento,67.0,2,2,2,1,386.0,2598.0,98.0
Bosque da Saúde,Apartamento,94.0,3,1,3,2,771.0,2241.0,88.0
Brooklin Paulista,Flat,40.0,1,1,1,1,840.0,2676.0,123.0
Avenida dos Carinás,Apartamento,198.0,5,3,4,3,1505.0,9205.0,693.0
Itaim Bibi,Flat,33.0,1,0,1,1,770.0,2033.0,70.0
Jardim Londrina,Apartamento,86.0,2,2,2,2,386.0,2705.0,105.0
Indianópolis,Apartamento,112.0,3,1,3,2,1050.0,4550.0,1365.0
Cidade Monções,Apartamento,162.0,1,2,3,2,1183.0,7412.0,468.0
Cidade Monções,Apartamento,162.0,3,2,3,2,1120.0,7412.0,413.0
Brooklin,Flat,30.0,1,1,1,1,707.0,2163.0,77.0
Moema,Apartamento,106.0,4,1,3,2,1169.0,4319.0,244.0
Indianópolis,Apartamento,112.0,3,1,3,2,1050.0,4550.0,280.0
Cidade Monções,Apartamento,180.0,3,2,2,2,1338.0,13846.0,454.0
Indianópolis,Flat,40.0,1,1,1,1,630.0,2240.0,70.0
Indianópolis,Flat,28.0,1,1,1,1,1040.0,2496.0,105.0
Planalto Paulista,Apartamento,200.0,4,2,4,3,1959.0,7559.0,840.0
Indianópolis,Flat,32.0,1,0,1,1,700.0,2100.0,210.0
Indianópolis,Flat,27.0,1,1,1,1,688.0,2158.0,624.0
Indianópolis,Apartamento,350.0,5,3,3,3,1470.0,9765.0,560.0
Planalto Paulista,Apartamento,214.0,5,2,4,3,2569.0,7119.0,1250.0
Cidade Monções,Apartamento,96.0,3,1,2,2,944.0,6545.0,315.0
Indianópolis,Flat,53.0,1,1,1,1,1050.0,2166.0,73.0
Indianópolis,Apartamento,230.0,2,2,4,4,1750.0,13650.0,909.0
Moema,Apartamento,165.0,3,2,2,2,979.0,10780.0,553.0
Moema,Apartamento,210.0,4,3,3,3,1050.0,13846.0,560.0
Indianópolis,Apartamento,210.0,1,3,4,3,1190.0,13846.0,560.0
Indianópolis,Apartamento,194.0,5,3,4,3,1750.0,8400.0,1050.0
Indianópolis,Flat,40.0,1,0,1,1,1134.0,2114.0,125.0
Indianópolis,Apartamento,138.0,1,2,2,2,993.0,6244.0,230.0
Jardim Londrina,Apartamento,180.0,1,1,3,2,1097.0,3547.0,307.0
Saúde,Apartamento,65.0,2,1,2,1,470.0,2360.0,62.0
Indianópolis,Flat,40.0,1,0,1,1,386.0,1882.0,77.0
Indianópolis,Apartamento,240.0,4,2,4,3,1889.0,12390.0,420.0
Morumbi,Apartamento,193.0,4,3,4,4,1120.0,3500.0,125.0
Indianópolis,Apartamento,232.0,5,2,4,3,1798.0,12298.0,280.0
Indianópolis,Flat,120.0,1,1,3,2,1214.0,11515.0,244.0
Indianópolis,Flat,120.0,4,1,4,1,700.0,6580.0,70.0
Moema,Flat,120.0,1,1,3,2,1959.0,5705.0,244.0
Real Parque,Apartamento,185.0,4,3,3,3,1680.0,5530.0,644.0
Cidade Monções,Flat,44.0,1,1,1,1,558.0,1998.0,101.0
Itaim Bibi,Apartamento,70.0,2,1,2,1,489.0,4620.0,140.0
Planalto Paulista,Apartamento,129.0,3,1,3,2,1014.0,5565.0,447.0
Real Parque,Apartamento,300.0,3,3,4,3,1889.0,5040.0,665.0
Moema,Apartamento,264.0,5,2,2,4,386.0,13332.0,1295.0
Ipiranga,Apartamento,70.0,1,1,2,1,386.0,1767.0,66.0
Indianópolis,Flat,34.0,1,0,1,1,770.0,2033.0,70.0
Indianópolis,Flat,35.0,1,0,1,1,770.0,2047.0,70.0
Moema,Flat,35.0,1,0,1,1,626.0,1943.0,157.0
Moema,Flat,36.0,1,0,1,1,770.0,2166.0,70.0
Indianópolis,Flat,35.0,1,0,1,1,770.0,2156.0,70.0
Indianópolis,Flat,30.0,1,0,1,1,1190.0,1973.0,125.0
Indianópolis,Apartamento,28.0,1,1,1,1,770.0,2310.0,140.0
Indianópolis,Flat,28.0,1,0,1,1,772.0,2017.0,81.0
Moema,Flat,30.0,1,1,1,1,770.0,2100.0,70.0
Planalto Paulista,Flat,37.0,1,1,1,1,840.0,2800.0,140.0
Planalto Paulista,Flat,32.0,1,1,1,1,840.0,2156.0,84.0
Moema,Flat,35.0,1,1,2,1,700.0,3500.0,70.0
Moema,Flat,33.0,1,1,1,1,700.0,2240.0,70.0
Planalto Paulista,Flat,37.0,1,1,1,1,864.0,2124.0,325.0
Planalto Paulista,Flat,50.0,1,1,2,1,1260.0,3010.0,210.0
Moema,Flat,35.0,1,0,1,1,770.0,2198.0,70.0
Moema,Flat,52.0,1,1,1,1,630.0,2170.0,70.0
Moema,Apartamento,126.0,5,3,4,3,902.0,10003.0,315.0
Moema,Flat,60.0,1,1,1,1,630.0,2520.0,70.0
Moema,Flat,35.0,1,0,1,1,770.0,2029.0,70.0
Pinheiros,Apartamento,178.0,3,1,3,1,1959.0,5460.0,112.0
Indianópolis,Flat,42.0,1,0,1,1,699.0,1889.0,210.0
Moema,Apartamento,172.0,4,2,4,2,1225.0,5320.0,329.0
Vila Uberabinha,Apartamento,220.0,1,2,4,4,1750.0,13650.0,840.0
Vila Uberabinha,Flat,45.0,1,1,1,1,630.0,2730.0,70.0
Cidade Monções,Flat,48.0,1,0,1,1,539.0,2352.0,98.0
Cidade Monções,Flat,75.0,3,1,2,2,700.0,5775.0,175.0
Cidade Monções,Apartamento,47.0,2,0,1,1,525.0,2975.0,131.0
Indianópolis,Flat,42.0,1,0,1,1,700.0,1889.0,210.0
Moema,Apartamento,200.0,5,3,4,4,2800.0,11747.0,1127.0
Vila Uberabinha,Apartamento,95.0,1,1,3,1,979.0,3080.0,84.0
Vila Dom Pedro I,Apartamento,90.0,2,1,3,2,693.0,3493.0,237.0
Vila Olímpia,Apartamento,71.0,2,0,2,1,551.0,2791.0,62.0
Moema,Flat,44.0,2,1,1,1,840.0,2240.0,140.0
Moema,Flat,55.0,1,1,1,1,869.0,2244.0,65.0
Moema,Apartamento,449.0,5,3,4,4,2660.0,13846.0,1365.0
Moema,Flat,52.0,1,1,1,1,840.0,1889.0,70.0
Indianópolis,Apartamento,152.0,3,2,2,3,1819.0,7070.0,672.0
Jardim Leonor,Apartamento,70.0,2,1,1,2,695.0,2795.0,256.0
Vila Uberabinha,Apartamento,192.0,3,3,3,2,1931.0,8091.0,626.0
Moema,Apartamento,190.0,5,3,3,3,1819.0,8470.0,700.0
Moema,Apartamento,140.0,4,3,3,2,1050.0,4550.0,294.0
Moema,Apartamento,85.0,2,1,3,1,772.0,4073.0,126.0
Vila Olímpia,Flat,48.0,1,0,1,1,595.0,2415.0,175.0
Moema,Flat,40.0,1,1,1,1,770.0,2100.0,70.0
Indianópolis,Apartamento,250.0,5,3,3,3,1750.0,6650.0,1155.0
Jardim Leonor,Apartamento,15.0,1,1,1,1,770.0,3570.0,189.0
Cidade Monções,Flat,34.0,1,1,1,1,1372.0,2954.0,70.0
São Paulo,Flat,52.0,1,1,2,1,1750.0,3010.0,140.0
Vila Olímpia,Flat,52.0,1,1,1,1,1260.0,2310.0,140.0
Jardim Paulista,Apartamento,90.0,1,0,2,1,595.0,2695.0,101.0
Indianópolis,Flat,28.0,1,0,1,1,651.0,2051.0,62.0
Vila Uberabinha,Apartamento,170.0,4,3,3,3,1330.0,10150.0,468.0
Vila Olímpia,Flat,37.0,1,0,1,1,494.0,2594.0,72.0
Vila Olímpia,Flat,52.0,1,1,1,1,1295.0,2485.0,105.0
Indianópolis,Flat,27.0,1,1,1,1,840.0,1959.0,140.0
Brooklin Paulista,Apartamento,127.0,2,1,4,2,909.0,5460.0,312.0
Vila Olímpia,Flat,42.0,1,0,1,1,843.0,3045.0,105.0
Vila Olímpia,Apartamento,43.0,1,1,1,1,525.0,3465.0,62.0
Ipiranga,Apartamento,120.0,2,0,2,1,386.0,1767.0,62.0
Moema,Apartamento,103.0,2,1,1,2,1323.0,7272.0,215.0
Moema,Apartamento,74.0,2,1,1,2,996.0,6246.0,1365.0
Vila Uberabinha,Flat,40.0,1,1,1,1,535.0,2029.0,70.0
Moema,Apartamento,74.0,2,1,1,2,996.0,6246.0,1365.0
Vila Uberabinha,Apartamento,233.0,3,3,4,4,2800.0,13300.0,770.0
Vila Suzana,Apartamento,210.0,4,2,4,2,1889.0,5390.0,606.0
Vila Suzana,Apartamento,148.0,3,1,3,3,1120.0,3220.0,84.0
Brooklin Paulista,Apartamento,33.0,1,0,1,1,420.0,2240.0,70.0
Vila Suzana,Apartamento,245.0,1,3,4,3,2231.0,7131.0,994.0
Vila Suzana,Apartamento,141.0,2,1,3,2,1330.0,3779.0,210.0
Brooklin Paulista,Apartamento,54.0,1,0,1,1,546.0,3206.0,80.0
Vila Suzana,Apartamento,149.0,3,1,3,2,1610.0,3010.0,489.0
Campo Belo,Apartamento,220.0,3,2,4,3,2800.0,13305.0,702.0
Vila Suzana,Apartamento,260.0,1,3,4,4,1958.0,3288.0,927.0
Vila Suzana,Apartamento,210.0,4,3,3,4,1750.0,3500.0,542.0
Campo Belo,Apartamento,194.0,5,2,4,3,1470.0,6720.0,461.0
Campo Belo,Apartamento,220.0,5,3,4,3,2800.0,13235.0,702.0
Campo Belo,Apartamento,340.0,5,3,4,4,2800.0,12250.0,1365.0
Brooklin Paulista,Apartamento,45.0,1,0,1,1,387.0,2487.0,70.0
Vila Suzana,Apartamento,120.0,3,2,3,2,760.0,2230.0,278.0
Vila Tramontano,Apartamento,58.0,2,0,1,1,630.0,2029.0,70.0
Indianópolis,Flat,37.0,1,1,1,1,882.0,2464.0,62.0
Brooklin Paulista,Apartamento,44.0,1,0,1,1,386.0,3856.0,70.0
Brooklin Novo,Flat,32.0,1,0,1,1,668.0,2151.0,87.0
Indianópolis,Apartamento,131.0,4,1,3,2,896.0,7195.0,210.0
Brooklin Paulista,Apartamento,96.0,2,2,2,2,846.0,5676.0,349.0
Brooklin Paulista,Apartamento,42.0,1,0,1,1,386.0,3486.0,70.0
Brooklin Paulista,Apartamento,136.0,3,1,3,2,1341.0,4141.0,270.0
Planalto Paulista,Apartamento,214.0,3,2,4,3,2240.0,6790.0,1250.0
Indianópolis,Apartamento,270.0,5,2,4,4,2240.0,7839.0,970.0
Vila Morumbi,Apartamento,135.0,5,3,3,2,1540.0,3500.0,385.0
Vila Suzana,Apartamento,132.0,3,3,3,3,1201.0,2951.0,294.0
Brooklin Paulista,Apartamento,230.0,3,3,3,3,2100.0,6650.0,840.0
Brooklin Paulista,Apartamento,228.0,5,2,4,3,2100.0,7699.0,350.0
Vila Sonia,Apartamento,320.0,5,3,4,4,2079.0,4179.0,861.0
Vila Suzana,Apartamento,51.0,2,1,2,1,700.0,1767.0,70.0
Vila Suzana,Apartamento,65.0,1,0,2,1,399.0,1767.0,62.0
Brooklin Novo,Apartamento,117.0,3,1,3,2,1176.0,3416.0,301.0
Saúde,Flat,40.0,1,0,1,1,518.0,1882.0,77.0
Saúde,Flat,40.0,1,0,1,1,539.0,1882.0,77.0
Planalto Paulista,Apartamento,180.0,3,2,3,2,1155.0,3255.0,1365.0
Saúde,Flat,40.0,1,0,1,1,630.0,1819.0,70.0
Moema,Apartamento,211.0,3,2,4,2,2100.0,5110.0,600.0
Brooklin Novo,Apartamento,180.0,5,3,4,3,1959.0,5670.0,630.0
Cidade Monções,Apartamento,249.0,5,3,3,1,1400.0,13846.0,560.0
Cidade Monções,Apartamento,427.0,5,3,3,4,2242.0,13846.0,1365.0
Indianópolis,Apartamento,255.0,5,3,4,4,2156.0,10556.0,1120.0
Vila Suzana,Apartamento,510.0,5,3,4,3,2800.0,9508.0,1365.0
Vila Brasílio Machado,Apartamento,68.0,1,1,3,1,386.0,2100.0,62.0
Indianópolis,Apartamento,112.0,3,1,3,2,1330.0,4165.0,385.0
Planalto Paulista,Apartamento,235.0,5,3,4,4,2100.0,9100.0,700.0
Itaim Bibi,Flat,28.0,1,0,1,1,909.0,2135.0,105.0
Indianópolis,Apartamento,155.0,4,3,4,3,2660.0,5110.0,871.0
Brooklin Paulista,Apartamento,123.0,1,1,3,1,1085.0,2975.0,184.0
Indianópolis,Flat,40.0,1,1,1,1,630.0,2240.0,70.0
Indianópolis,Apartamento,160.0,5,3,3,3,1120.0,6720.0,489.0
Indianópolis,Apartamento,115.0,4,1,3,2,1050.0,5600.0,280.0
Brooklin Paulista,Flat,30.0,1,1,1,1,1141.0,2611.0,84.0
Planalto Paulista,Apartamento,150.0,3,1,3,2,1365.0,3814.0,525.0
Jardim Morumbi,Casa,215.0,5,3,4,3,2242.0,6442.0,556.0
Moema,Flat,30.0,1,1,1,1,700.0,2128.0,77.0
Moema,Flat,35.0,1,1,1,1,700.0,2450.0,70.0
Indianópolis,Apartamento,255.0,5,3,4,4,2660.0,13160.0,1120.0
Cidade Monções,Apartamento,162.0,1,1,3,2,1120.0,8750.0,413.0
Cidade Monções,Flat,165.0,2,2,2,2,1400.0,11200.0,350.0
Cidade Monções,Apartamento,162.0,4,2,3,2,1183.0,7475.0,468.0
Cidade Monções,Apartamento,210.0,5,3,4,3,2100.0,13846.0,700.0
Indianópolis,Apartamento,240.0,5,2,4,3,1798.0,12299.0,280.0
Real Parque,Apartamento,500.0,4,3,3,4,2800.0,13846.0,1365.0
Cidade Monções,Apartamento,150.0,1,1,3,2,1357.0,4157.0,308.0
Cidade Monções,Apartamento,138.0,3,1,3,2,1358.0,4158.0,308.0
Indianópolis,Apartamento,266.0,5,3,4,4,2450.0,12250.0,909.0
Indianópolis,Flat,40.0,1,0,1,1,525.0,1994.0,105.0
Moema,Flat,65.0,1,0,2,1,770.0,2975.0,70.0
Indianópolis,Flat,65.0,1,0,2,1,770.0,6265.0,70.0
Real Parque,Apartamento,306.0,4,1,3,3,2800.0,11620.0,1365.0
Indianópolis,Apartamento,120.0,4,1,3,2,1610.0,8610.0,210.0
Indianópolis,Flat,65.0,1,0,1,1,770.0,6286.0,70.0
Cidade Monções,Flat,48.0,1,0,1,1,630.0,1854.0,105.0
Indianópolis,Flat,65.0,1,0,2,1,770.0,6289.0,70.0
Real Parque,Apartamento,418.0,4,2,2,3,2800.0,8890.0,1365.0
Cidade Monções,Flat,36.0,1,0,1,1,770.0,2745.0,70.0
Indianópolis,Apartamento,146.0,4,1,4,1,840.0,7839.0,273.0
Cidade Monções,Flat,45.0,1,0,1,1,714.0,2695.0,105.0
Real Parque,Apartamento,196.0,3,2,3,3,2263.0,6113.0,791.0
Planalto Paulista,Apartamento,256.0,4,3,3,4,2100.0,11900.0,700.0
Real Parque,Apartamento,250.0,4,3,3,3,2800.0,6650.0,722.0
Moema,Apartamento,351.0,5,3,3,3,2142.0,13846.0,1078.0
Recanto Paraíso,Apartamento,201.0,4,3,4,3,1852.0,7722.0,677.0
Recanto Paraíso,Apartamento,201.0,4,3,4,3,1896.0,7776.0,679.0
Vila Nair,Apartamento,48.0,1,0,1,1,386.0,1767.0,62.0
Moema,Flat,36.0,1,0,1,1,770.0,1991.0,70.0
Moema,Flat,67.0,1,1,2,2,539.0,2968.0,182.0
Indianópolis,Apartamento,242.0,5,3,4,4,2800.0,12940.0,928.0
Indianópolis,Flat,32.0,1,1,1,1,630.0,1767.0,70.0
Indianópolis,Flat,28.0,1,0,1,1,710.0,2022.0,77.0
Indianópolis,Apartamento,73.0,1,2,2,2,770.0,4970.0,210.0
Planalto Paulista,Flat,35.0,1,0,1,1,770.0,2098.0,70.0
Planalto Paulista,Flat,37.0,1,1,1,1,1120.0,2380.0,70.0
Moema,Flat,35.0,1,1,1,1,909.0,2730.0,70.0
Indianópolis,Flat,50.0,1,1,1,1,665.0,2029.0,140.0
Indianópolis,Apartamento,200.0,3,2,2,4,2720.0,13846.0,1058.0
Cidade Monções,Apartamento,210.0,4,2,2,3,1959.0,13440.0,550.0
Moema,Flat,52.0,1,1,1,1,630.0,2170.0,70.0
Planalto Paulista,Flat,45.0,1,0,1,1,693.0,2093.0,77.0
Cidade Monções,Flat,47.0,1,0,1,1,525.0,3018.0,131.0
Cidade Monções,Flat,65.0,1,0,2,2,770.0,4850.0,70.0
Vila Uberabinha,Apartamento,220.0,5,3,4,4,1610.0,10710.0,840.0
Cidade Monções,Flat,33.0,1,0,1,1,770.0,2947.0,70.0
Moema,Apartamento,130.0,5,3,3,2,816.0,6416.0,470.0
Vila Olímpia,Apartamento,84.0,2,0,2,1,560.0,3010.0,62.0
Moema,Apartamento,156.0,4,3,4,2,902.0,10003.0,1365.0
Moema,Flat,35.0,1,0,1,1,770.0,3465.0,70.0
Vila Nair,Apartamento,72.0,2,0,3,2,511.0,1981.0,62.0
Moema,Flat,55.0,1,0,1,1,840.0,2310.0,140.0
Moema,Apartamento,46.0,1,0,1,1,840.0,2380.0,70.0
Moema,Flat,46.0,1,0,1,1,795.0,2257.0,62.0
Moema,Flat,27.0,1,0,1,1,1238.0,1983.0,184.0
Vila Nair,Apartamento,113.0,3,1,3,2,665.0,2625.0,909.0
Indianópolis,Flat,26.0,1,1,1,1,840.0,1959.0,140.0
Moema,Flat,28.0,1,0,1,1,791.0,1882.0,77.0
Moema,Flat,65.0,1,1,2,2,909.0,2940.0,118.0
Vila Uberabinha,Apartamento,142.0,3,1,3,2,1400.0,6300.0,361.0
Indianópolis,Flat,35.0,1,0,1,1,770.0,2131.0,70.0
Indianópolis,Apartamento,165.0,5,3,4,3,1344.0,5929.0,441.0
Morumbi,Apartamento,96.0,2,1,1,2,630.0,3430.0,189.0
Morumbi,Apartamento,126.0,2,1,2,2,930.0,3590.0,244.0
Cidade Monções,Flat,34.0,1,0,1,1,1372.0,2954.0,79.0
Vila Uberabinha,Apartamento,242.0,5,3,4,4,2450.0,10850.0,944.0
Vila Olímpia,Flat,45.0,1,0,1,1,665.0,2296.0,154.0
Vila Olímpia,Flat,35.0,1,1,1,1,770.0,2170.0,70.0
Indianópolis,Flat,27.0,1,0,1,1,840.0,1959.0,70.0
Vila Olímpia,Flat,36.0,1,1,1,1,489.0,2926.0,84.0
Itaim Bibi,Flat,34.0,1,1,1,1,441.0,2419.0,100.0
Indianópolis,Flat,27.0,1,1,1,1,840.0,1959.0,140.0
Indianópolis,Flat,35.0,1,1,1,1,896.0,2191.0,189.0
Indianópolis,Flat,34.0,1,1,1,1,630.0,2029.0,70.0
Ipiranga,Apartamento,100.0,2,0,2,1,386.0,1767.0,62.0
Moema,Apartamento,247.0,5,3,4,4,2100.0,13846.0,1330.0
Vila Uberabinha,Flat,40.0,1,1,1,1,535.0,2029.0,70.0
Moema,Flat,50.0,1,1,1,1,805.0,3010.0,140.0
Indianópolis,Apartamento,125.0,4,1,3,2,1260.0,4620.0,237.0
Indianópolis,Apartamento,220.0,4,3,3,3,2450.0,10850.0,840.0
Vila Olimpia,Flat,34.0,1,0,1,1,826.0,2073.0,96.0
Vila Uberabinha,Apartamento,233.0,3,3,3,4,2800.0,13846.0,854.0
Vila Uberabinha,Flat,36.0,1,1,1,1,489.0,1959.0,140.0
Vila Uberabinha,Flat,45.0,1,0,1,1,770.0,3807.0,70.0
Vila Uberabinha,Flat,75.0,1,0,2,2,1102.0,4045.0,154.0
Vila Uberabinha,Flat,35.0,1,0,1,1,770.0,3314.0,70.0
Vila Olímpia,Flat,34.0,1,0,1,1,819.0,2149.0,91.0
Vila Uberabinha,Flat,65.0,2,0,2,1,1281.0,3716.0,133.0
Indianópolis,Apartamento,320.0,4,3,3,4,2800.0,13846.0,1365.0
Morumbi,Apartamento,240.0,4,2,4,2,1812.0,4893.0,717.0
Vila Nova Conceição,Apartamento,90.0,1,1,1,2,840.0,8890.0,210.0
Moema,Apartamento,192.0,5,3,4,4,1854.0,13846.0,805.0
Vila Olímpia,Apartamento,45.0,1,1,1,1,510.0,3521.0,77.0
Vila Uberabinha,Flat,35.0,1,1,1,1,630.0,2240.0,70.0
Paraíso do Morumbi,Flat,45.0,1,0,1,1,770.0,1767.0,105.0
Campo Belo,Apartamento,220.0,5,3,3,4,1169.0,13846.0,497.0
Campo Belo,Apartamento,210.0,3,2,4,3,1959.0,4130.0,574.0
Paraíso do Morumbi,Flat,34.0,1,0,1,1,665.0,2495.0,94.0
Chácara Santo Antônio (Zona Sul),Apartamento,45.0,1,0,1,1,560.0,3360.0,140.0
Morumbi,Flat,58.0,1,1,1,2,700.0,2170.0,70.0
Vila Andrade,Apartamento,100.0,3,1,3,2,805.0,2555.0,230.0
Campo Belo,Apartamento,252.0,2,3,3,4,2310.0,12110.0,1365.0
Vila Santo Estéfano,Apartamento,180.0,4,3,3,2,979.0,4130.0,374.0
Vila Andrade,Apartamento,91.0,4,1,3,2,728.0,2968.0,98.0
Cursino,Casa,500.0,5,3,3,4,386.0,5898.0,301.0
Vila Andrade,Apartamento,50.0,1,0,2,1,386.0,1767.0,62.0
Jardim Ampliação,Apartamento,170.0,3,2,2,2,1645.0,3744.0,374.0
Campo Belo,Apartamento,35.0,1,0,1,1,386.0,2381.0,74.0
Campo Belo,Apartamento,99.0,2,1,1,2,840.0,4340.0,118.0
Campo Belo,Apartamento,311.0,5,3,4,4,2800.0,13846.0,1365.0
Campo Belo,Apartamento,130.0,2,1,3,1,630.0,4130.0,84.0
Campo Belo,Apartamento,178.0,4,3,4,3,1330.0,8330.0,630.0
